Data acquisition complete.
Iteration 2225: 0.008734478548138469
Iteration 2250: 0.008696823609918525
Iteration 2275: 0.008658533654932299
Iteration 2300: 0.008619659256824619
Iteration 2325: 0.008580248178096994
Iteration 2350: 0.008540345519469028
Iteration 2375: 0.008499993861569521
Iteration 2400: 0.008459233399417343
Iteration 2425: 0.008418102069894573
Iteration 2450: 0.008376635672666666
Iteration 2475: 0.008334867984782335
Iteration 2500: 0.008292830869294221
Iteration 2525: 0.008250554378191666
Iteration 2550: 0.008208066849899609
Iteration 2575: 0.008165395001679343
Iteration 2600: 0.008122564017089218
Iteration 2625: 0.008079597628867674
Iteration 2650: 0.008036518197400255
Iteration 2675: 0.007993346784964217
Iteration 2700: 0.007950103226125549
Iteration 2725: 0.007906806194270644
Iteration 2750: 0.007863473264659859
Iteration 2775: 0.007820120974066924
Iteration 2800: 0.007776764877249320
Iteration 2825: 0.007733419600388203
Iteration 2850: 0.007690098891647068
Iteration 2875: 0.007646815669037466
Iteration 2900: 0.007603582065705439
Iteration 2925: 0.007560409472763041
Iteration 2950: 0.007517308579853221
Iteration 2975: 0.007474289413494262
Iteration 3000: 0.007431361373406276
Iteration 3025: 0.007388533266812658
Iteration 3050: 0.007345813340940310
Iteration 3075: 0.007303209313775483
Iteration 3100: 0.007260728403117866
Iteration 3125: 0.007218377354092809
Iteration 3150: 0.007176162465203362
Iteration 3175: 0.007134089612868877
Iteration 3200: 0.007092164274819623
Iteration 3225: 0.007050391552041901
Iteration 3250: 0.007008776189636023
Iteration 3275: 0.006967322596540981
Iteration 3300: 0.006926034864175534
Iteration 3325: 0.006884916784034800
Iteration 3350: 0.006843971864444853
Iteration 3375: 0.006803203346247955
Iteration 3400: 0.006762614217812768
Iteration 3425: 0.006722207229067578
Iteration 3450: 0.006681984904933103
Iteration 3475: 0.006641949557849358
Iteration 3500: 0.006602103299826467
Iteration 3525: 0.006562448053625047
Iteration 3550: 0.006522985563563566
Iteration 3575: 0.006483717405455280
Iteration 3600: 0.006444644996367543
Iteration 3625: 0.006405769603418321
Iteration 3650: 0.006367092352579817
Iteration 3675: 0.006328614236480234
Iteration 3700: 0.006290336122329876
Iteration 3725: 0.006252258758859597
Iteration 3750: 0.006214382783436889
Iteration 3775: 0.006176708728244051
Iteration 3800: 0.006139237026669520
Iteration 3825: 0.006101968018775494
Iteration 3850: 0.006064901957131497
Iteration 3875: 0.006028039011518160
Iteration 3900: 0.005991379274348674
Iteration 3925: 0.005954922764690451
Iteration 3950: 0.005918669433267354
Iteration 3975: 0.005882619165895164
Iteration 4000: 0.005846771788121430
Iteration 4025: 0.005811127068124478
Iteration 4050: 0.005775684721051277
Iteration 4075: 0.005740444411376444
Iteration 4100: 0.005705405757048254
Iteration 4125: 0.005670568331282766
Iteration 4150: 0.005635931666613914
Iteration 4175: 0.005601495256151168
Iteration 4200: 0.005567258557533705
Iteration 4225: 0.005533220993704902
Iteration 4250: 0.005499381956820315
Iteration 4275: 0.005465740808517694
Iteration 4300: 0.005432296883874699
Iteration 4325: 0.005399049491138896
Iteration 4350: 0.005365997915816934
Iteration 4375: 0.005333141419857412
Iteration 4400: 0.005300479245850198
Iteration 4425: 0.005268010615758101
Iteration 4450: 0.005235734735261843
Iteration 4475: 0.005203650791941072
Iteration 4500: 0.005171757959871570
Iteration 4525: 0.005140055397287568
Iteration 4550: 0.005108542251438308
Iteration 4575: 0.005077217655642841
Iteration 4600: 0.005046080734569358
Iteration 4625: 0.005015130600611428
Iteration 4650: 0.004984366359622072
Iteration 4675: 0.004953787106618535
Iteration 4700: 0.004923391931995980
Iteration 4725: 0.004893179916550139
Iteration 4750: 0.004863150138216810
Iteration 4775: 0.004833301666376855
Iteration 4800: 0.004803633569171240
Iteration 4825: 0.004774144907042199
Iteration 4850: 0.004744834740716186
Iteration 4875: 0.004715702123885279
Iteration 4900: 0.004686746112000151
Iteration 4925: 0.004657965753974480
Iteration 4950: 0.004629360101823465
Iteration 4975: 0.004600928201409005
Iteration 5000: 0.004572669102991256
Iteration 5025: 0.004544581850925766
Iteration 5050: 0.004516665495181371
Iteration 5075: 0.004488919079953746
Iteration 5100: 0.004461341656234907
Iteration 5125: 0.004433932269257923
Iteration 5150: 0.004406689972199729
Iteration 5175: 0.004379613812389493
Iteration 5200: 0.004352702846176726
Iteration 5225: 0.004325956123921060
Iteration 5250: 0.004299372706093152
Iteration 5275: 0.004272951646854040
Iteration 5300: 0.004246692011598441
Iteration 5325: 0.004220592858999339
Iteration 5350: 0.004194653260043424
Iteration 5375: 0.004168872278576430
Iteration 5400: 0.004143248991809401
Iteration 5425: 0.004117782469236886
Iteration 5450: 0.004092471794855612
Iteration 5475: 0.004067316044306324
Iteration 5500: 0.004042314308811967
Iteration 5525: 0.004017465670528964
Iteration 5550: 0.003992769228361226
Iteration 5575: 0.003968224071321913
Iteration 5600: 0.003943829306336966
Iteration 5625: 0.003919584029567602
Iteration 5650: 0.003895487356253113
Iteration 5675: 0.003871538389958573
Iteration 5700: 0.003847736254527945
Iteration 5725: 0.003824080061107793
Iteration 5750: 0.003800568942345706
Iteration 5775: 0.003777202017175796
Iteration 5800: 0.003753978427248228
Iteration 5825: 0.003730897299384139
Iteration 5850: 0.003707957784413907
Iteration 5875: 0.003685159017138062
Iteration 5900: 0.003662500157723514
Iteration 5925: 0.003639980349014138
Iteration 5950: 0.003617598760612850
Iteration 5975: 0.003595354543499241
Iteration 6000: 0.003573246876797498
Iteration 6025: 0.003551274919608716
Iteration 6050: 0.003529437860663620
Iteration 6075: 0.003507734867234547
Iteration 6100: 0.003486165137715602
Iteration 6125: 0.003464727847529048
Iteration 6150: 0.003443422204746582
Iteration 6175: 0.003422247392954603
Iteration 6200: 0.003401202629945033
Iteration 6225: 0.003380287107439983
Iteration 6250: 0.003359500052937392
Iteration 6275: 0.003338840666245346
Iteration 6300: 0.003318308184624641
Iteration 6325: 0.003297901815898285
Iteration 6350: 0.003277620807061510
Iteration 6375: 0.003257464373938035
Iteration 6400: 0.003237431773229105
Iteration 6425: 0.003217522228652570
Iteration 6450: 0.003197735006665425
Iteration 6475: 0.003178069338787282
Iteration 6500: 0.003158524501152726
Iteration 6525: 0.003139099733083128
Iteration 6550: 0.003119794320326719
Iteration 6575: 0.003100607509914255
Iteration 6600: 0.003081538597186295
Iteration 6625: 0.003062586836776404
Iteration 6650: 0.003043751533617467
Iteration 6675: 0.003025031949832169
Iteration 6700: 0.003006427399895983
Iteration 6725: 0.002987937153349662
Iteration 6750: 0.002969560534126003
Iteration 6775: 0.002951296819126981
Iteration 6800: 0.002933145341685872
Iteration 6825: 0.002915105385945083
Iteration 6850: 0.002897176294617054
Iteration 6875: 0.002879357358970935
Iteration 6900: 0.002861647931034383
Iteration 6925: 0.002844047309125131
Iteration 6950: 0.002826554854529206
Iteration 6975: 0.002809169872499240
Iteration 7000: 0.002791891733494367
Iteration 7025: 0.002774719749631060
Iteration 7050: 0.002757653300506036
Iteration 7075: 0.002740691704993026
Iteration 7100: 0.002723834351698429
Iteration 7125: 0.002707080566175080
Iteration 7150: 0.002690429746053269
Iteration 7175: 0.002673881223415719
Iteration 7200: 0.002657434404795822
Iteration 7225: 0.002641088628777766
Iteration 7250: 0.002624843310719882
Iteration 7275: 0.002608697795579928
Iteration 7300: 0.002592651507498545
Iteration 7325: 0.002576703797693369
Iteration 7350: 0.002560854099030507
Iteration 7375: 0.002545101768909319
Iteration 7400: 0.002529446248821898
Iteration 7425: 0.002513886902235640
Iteration 7450: 0.002498423179225995
Iteration 7475: 0.002483054449264444
Iteration 7500: 0.002467780170881895
Iteration 7525: 0.002452599719475757
Iteration 7550: 0.002437512561996868
Iteration 7575: 0.002422518079640668
Iteration 7600: 0.002407615747706870
Iteration 7625: 0.002392804953089467
Iteration 7650: 0.002378085179387313
Iteration 7675: 0.002363455819121896
Iteration 7700: 0.002348916364070419
Iteration 7725: 0.002334466212325026
Iteration 7750: 0.002320104863756001
Iteration 7775: 0.002305831721933771
Iteration 7800: 0.002291646294750649
Iteration 7825: 0.002277547991198503
Iteration 7850: 0.002263536327099303
Iteration 7875: 0.002249610716738459
Iteration 7900: 0.002235770683860494
Iteration 7925: 0.002222015647951991
Iteration 7950: 0.002208345140552126
Iteration 7975: 0.002194758586313128
Iteration 8000: 0.002181255524511982
Iteration 8025: 0.002167835384831562
Iteration 8050: 0.002154497714244030
Iteration 8075: 0.002141241947420269
Iteration 8100: 0.002128067638885511
Iteration 8125: 0.002114974228234701
Iteration 8150: 0.002101961277510611
Iteration 8175: 0.002089028231154089
Iteration 8200: 0.002076174658611762
Iteration 8225: 0.002063400009099325
Iteration 8250: 0.002050703859431735
Iteration 8275: 0.002038085663514266
Iteration 8300: 0.002025545005437834
Iteration 8325: 0.002013081343754664
Iteration 8350: 0.002000694269732151
Iteration 8375: 0.001988383246498415
Iteration 8400: 0.001976147872433387
Iteration 8425: 0.001963987615177132
Iteration 8450: 0.001951902080158163
Iteration 8475: 0.001939890739436123
Iteration 8500: 0.001927953205417055
Iteration 8525: 0.001916088954530437
Iteration 8550: 0.001904297606074579
Iteration 8575: 0.001892578640820375
Iteration 8600: 0.001880931684837606
Iteration 8625: 0.001869356223167529
Iteration 8650: 0.001857851888622974
Iteration 8675: 0.001846418170444508
Iteration 8700: 0.001835054708095640
Iteration 8725: 0.001823760994987822
Iteration 8750: 0.001812536677128662
Iteration 8775: 0.001801381252008127
Iteration 8800: 0.001790294372192136
Iteration 8825: 0.001779275539171010
Iteration 8850: 0.001768324411948186
Iteration 8875: 0.001757440496007234
Iteration 8900: 0.001746623456682528
Iteration 8925: 0.001735872803394045
Iteration 8950: 0.001725188207757355
Iteration 8975: 0.001714569183079107
Iteration 9000: 0.001704015407192117
Iteration 9025: 0.001693526397218648
Iteration 9050: 0.001683101837095080
Iteration 9075: 0.001672741247766396
Iteration 9100: 0.001662444319194378
Iteration 9125: 0.001652210576089885
Iteration 9150: 0.001642039714376153
Iteration 9175: 0.001631931262458863
Iteration 9200: 0.001621884922151651
Iteration 9225: 0.001611900225547913
Iteration 9250: 0.001601976880245104
Iteration 9275: 0.001592114421967494
Iteration 9300: 0.001582312564060828
Iteration 9325: 0.001572570845823407
Iteration 9350: 0.001562888986278210
Iteration 9375: 0.001553266528254937
Iteration 9400: 0.001543703196347224
Iteration 9425: 0.001534198536901954
Iteration 9450: 0.001524752280062103
Iteration 9475: 0.001515363975599371
Iteration 9500: 0.001506033359106596
Iteration 9525: 0.001496759983780294
Iteration 9550: 0.001487543590620533
Iteration 9575: 0.001478383736142064
Iteration 9600: 0.001469280166702447
Iteration 9625: 0.001460232442184406
Iteration 9650: 0.001451240314111146
Iteration 9675: 0.001442303345726259
Iteration 9700: 0.001433421293690174
Iteration 9725: 0.001424593724550505
Iteration 9750: 0.001415820400055168
Iteration 9775: 0.001407100889977642
Iteration 9800: 0.001398434961103590
Iteration 9825: 0.001389822186425249
Iteration 9850: 0.001381262337659450
Iteration 9875: 0.001372754990995873
Iteration 9900: 0.001364299923004353
Iteration 9925: 0.001355896713086224
Iteration 9950: 0.001347545142579065
Iteration 9975: 0.001339244794024808
Iteration 10000: 0.001330995453471928
Iteration 10025: 0.001322796706581642
Iteration 10050: 0.001314648344077796
Iteration 10075: 0.001306549954676939
Iteration 10100: 0.001298501333721447
Iteration 10125: 0.001290502072976096
Iteration 10150: 0.001282551972280999
Iteration 10175: 0.001274650626442053
Iteration 10200: 0.001266797839761580
Iteration 10225: 0.001258993210036863
Iteration 10250: 0.001251236545961376
Iteration 10275: 0.001243527448316684
Iteration 10300: 0.001235865730102148
Iteration 10325: 0.001228250995076507
Iteration 10350: 0.001220683060481065
Iteration 10375: 0.001213161532980678
Iteration 10400: 0.001205686234008851
Iteration 10425: 0.001198256773186301
Iteration 10450: 0.001190872976053470
Iteration 10475: 0.001183534455051927
Iteration 10500: 0.001176241039843262
Iteration 10525: 0.001168992345718323
Iteration 10550: 0.001161788206317738
Iteration 10575: 0.001154628239802946
Iteration 10600: 0.001147512283722563
Iteration 10625: 0.001140439959051776
Iteration 10650: 0.001133411107204552
Iteration 10675: 0.001126425351998250
Iteration 10700: 0.001119482538605610
Iteration 10725: 0.001112582293615105
Iteration 10750: 0.001105724465986668
Iteration 10775: 0.001098908685058575
Iteration 10800: 0.001092134803435840
Iteration 10825: 0.001085402453242068
Iteration 10850: 0.001078711490677620
Iteration 10875: 0.001072061550580372
Iteration 10900: 0.001065452492717611
Iteration 10925: 0.001058883954669909
Iteration 10950: 0.001052355799664895
Iteration 10975: 0.001045867667961886
Iteration 11000: 0.001039419426241750
Iteration 11025: 0.001033010717442551
Iteration 11050: 0.001026641411620233
Iteration 11075: 0.001020311154363185
Iteration 11100: 0.001014019819052692
Iteration 11125: 0.001007767053920361
Iteration 11150: 0.001001552735601763
Iteration 11175: 0.000995376514950408
Iteration 11200: 0.000989238271806414
Iteration 11225: 0.000983137659645195
Iteration 11250: 0.000977074561433255
Iteration 11275: 0.000971048633267912
Iteration 11300: 0.000965059761185216
Iteration 11325: 0.000959107603847542
Iteration 11350: 0.000953192050367591
Iteration 11375: 0.000947312761951480
Iteration 11400: 0.000941469630660663
Iteration 11425: 0.000935662320294739
Iteration 11450: 0.000929890725842597
Iteration 11475: 0.000924154513626263
Iteration 11500: 0.000918453581483902
Iteration 11525: 0.000912787598274178
Iteration 11550: 0.000907156464670322
Iteration 11575: 0.000901559852039213
Iteration 11600: 0.000895997663789672
Iteration 11625: 0.000890469573811004
Iteration 11650: 0.000884975488219197
Iteration 11675: 0.000879515083390459
Iteration 11700: 0.000874088268091100
Iteration 11725: 0.000868694721170016
Iteration 11750: 0.000863334354022527
Iteration 11775: 0.000858006847906267
Iteration 11800: 0.000852712116824250
Iteration 11825: 0.000847449844478376
Iteration 11850: 0.000842219947358558
Iteration 11875: 0.000837022111625174
Iteration 11900: 0.000831856256198193
Iteration 11925: 0.000826722069660946
Iteration 11950: 0.000821619473384771
Iteration 11975: 0.000816548158319108
Iteration 12000: 0.000811508048215615
Iteration 12025: 0.000806498836446679
Iteration 12050: 0.000801520449030590
Iteration 12075: 0.000796572581755584
Iteration 12100: 0.000791655162906579
Iteration 12125: 0.000786767890645024
Iteration 12150: 0.000781910695501153
Iteration 12175: 0.000777083277959889
Iteration 12200: 0.000772285570739939
Iteration 12225: 0.000767517276692331
Iteration 12250: 0.000762778330681613
Iteration 12275: 0.000758068437868076
Iteration 12300: 0.000753387535219474
Iteration 12325: 0.000748735330219574
Iteration 12350: 0.000744111761882493
Iteration 12375: 0.000739516540022578
Iteration 12400: 0.000734949605657675
Iteration 12425: 0.000730410670890080
Iteration 12450: 0.000725899678698738
Iteration 12475: 0.000721416343480996
Iteration 12500: 0.000716960610184003
Iteration 12525: 0.000712532195436211
Iteration 12550: 0.000708131046081917
Iteration 12575: 0.000703756880987783
Iteration 12600: 0.000699409648873939
Iteration 12625: 0.000695089070887889
Iteration 12650: 0.000690795097511909
Iteration 12675: 0.000686527452160135
Iteration 12700: 0.000682286087041462
Iteration 12725: 0.000678070727850866
Iteration 12750: 0.000673881328523862
Iteration 12775: 0.000669717616943899
Iteration 12800: 0.000665579548751793
Iteration 12825: 0.000661466854033677
Iteration 12850: 0.000657379490128562
Iteration 12875: 0.000653317189261315
Iteration 12900: 0.000649279910412304
Iteration 12925: 0.000645267388023285
Iteration 12950: 0.000641279582609400
Iteration 12975: 0.000637316230793772
Iteration 13000: 0.000633377294654736
Iteration 13025: 0.000629462512996781
Iteration 13050: 0.000625571849390383
Iteration 13075: 0.000621705044785870
Iteration 13100: 0.000617862064224539
Iteration 13125: 0.000614042650816771
Iteration 13150: 0.000610246771074685
Iteration 13175: 0.000606474170197657
Iteration 13200: 0.000602724816104683
Iteration 13225: 0.000598998456140976
Iteration 13250: 0.000595295059611090
Iteration 13275: 0.000591614375942129
Iteration 13300: 0.000587956375781573
Iteration 13325: 0.000584320810695260
Iteration 13350: 0.000580707652602541
Iteration 13375: 0.000577116655172460
Iteration 13400: 0.000573547791631768
Iteration 13425: 0.000570000817695870
Iteration 13450: 0.000566475707849179
Iteration 13475: 0.000562972219860569
Iteration 13500: 0.000559490329465007
Iteration 13525: 0.000556029796484836
Iteration 13550: 0.000552590597820313
Iteration 13575: 0.000549172495368566
Iteration 13600: 0.000545775467188037
Iteration 13625: 0.000542399277179584
Iteration 13650: 0.000539043904559833
Iteration 13675: 0.000535709115268901
Iteration 13700: 0.000532394889603438
Iteration 13725: 0.000529100995507292
Iteration 13750: 0.000525827414392666
Iteration 13775: 0.000522573916192925
Iteration 13800: 0.000519340483364772
Iteration 13825: 0.000516126887838197
Iteration 13850: 0.000512933113050451
Iteration 13875: 0.000509758932963678
Iteration 13900: 0.000506604332038307
Iteration 13925: 0.000503469086147845
Iteration 13950: 0.000500353180740376
Iteration 13975: 0.000497256393657608
Iteration 14000: 0.000494178711285542
Iteration 14025: 0.000491119913412774
Iteration 14050: 0.000488079987370327
Iteration 14075: 0.000485058714851050
Iteration 14100: 0.000482056084116778
Iteration 14125: 0.000479071878771720
Iteration 14150: 0.000476106087944572
Iteration 14175: 0.000473158497158011
Iteration 14200: 0.000470229096386277
Iteration 14225: 0.000467317673077616
Iteration 14250: 0.000464424218030501
Iteration 14275: 0.000461548520554800
Iteration 14300: 0.000458690572273213
Iteration 14325: 0.000455850164414073
Iteration 14350: 0.000453027289339047
The program took 5.00 seconds in total and executed 14361 iterations.
